respondent_id,age_group,gender,nps,satisfaction,channel,free_text,submitted_at
R2025-000772,40대,남성,10,5,앱 푸시,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-04-17 20:26:00
R2025-000773,40대,남성,10,5,지인 추천,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-17 20:45:00
R2025-000774,50대,남성,10,5,오프라인 매장,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-17 21:29:00
R2025-000775,10대,남성,5,3,오프라인 매장,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-04-17 21:42:00
R2025-000776,50대,여성,8,4,인스타그램,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-04-17 22:35:00
R2025-000777,40대,남성,7,4,지인 추천,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-17 22:49:00
R2025-000778,20대,여성,8,4,네이버 검색,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-17 23:12:00
R2025-000779,40대,남성,6,3,오프라인 매장,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-18 00:09:00
R2025-000780,50대,남성,6,4,앱 푸시,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-04-18 01:01:00
R2025-000781,20대,여성,10,5,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-18 02:56:00
R2025-000782,50대,여성,5,3,오프라인 매장,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-18 03:48:00
R2025-000783,30대,여성,9,5,앱 푸시,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-18 05:28:00
R2025-000784,40대,남성,8,3,네이버 검색,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-18 06:00:00
R2025-000785,60대 이상,여성,5,3,인스타그램,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-04-18 06:14:00
R2025-000786,30대,여성,4,2,앱 푸시,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-18 07:33:00
R2025-000787,50대,남성,10,5,앱 푸시,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-18 07:54:00
R2025-000788,30대,남성,6,4,네이버 검색,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-04-18 08:48:00
R2025-000789,50대,여성,7,3,카카오톡 채널,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-04-18 10:33:00
R2025-000790,40대,여성,7,4,지인 추천,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-18 11:32:00
R2025-000791,20대,응답하지 않음,7,3,네이버 검색,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-18 12:41:00
R2025-000792,30대,남성,9,4,카카오톡 채널,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-18 16:29:00
R2025-000793,30대,남성,9,5,네이버 검색,주문 변경이 바로 반영돼서 편리했습니다.,2025-04-18 21:50:00
R2025-000794,20대,여성,8,4,네이버 검색,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-18 22:21:00
R2025-000795,10대,여성,6,4,인스타그램,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-18 22:40:00
R2025-000796,30대,여성,6,4,지인 추천,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-04-18 23:43:00
R2025-000797,10대,남성,9,5,지인 추천,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-04-19 02:53:00
R2025-000798,20대,여성,7,3,오프라인 매장,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-19 05:38:00
R2025-000799,40대,여성,7,3,카카오톡 채널,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-19 05:53:00
R2025-000800,40대,남성,4,2,네이버 검색,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-19 08:42:00
R2025-000801,40대,남성,6,4,네이버 검색,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-19 17:23:00
R2025-000802,30대,남성,7,4,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-04-19 20:02:00
R2025-000803,50대,여성,8,4,카카오톡 채널,추천 상품이 제 관심사와 잘 맞았습니다.,2025-04-19 20:06:00
R2025-000804,40대,여성,7,3,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-19 20:55:00
R2025-000805,20대,여성,0,1,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-19 21:32:00
R2025-000806,20대,여성,8,4,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-20 03:12:00
R2025-000807,40대,남성,9,5,지인 추천,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-20 03:34:00
R2025-000808,20대,여성,6,3,지인 추천,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-04-20 04:23:00
R2025-000809,30대,남성,6,3,앱 푸시,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-20 04:42:00
R2025-000810,60대 이상,남성,7,3,오프라인 매장,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-20 05:56:00
R2025-000811,10대,응답하지 않음,6,4,인스타그램,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-04-20 08:49:00
R2025-000812,10대,여성,4,3,네이버 검색,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-04-20 13:31:00
R2025-000813,60대 이상,여성,5,3,인스타그램,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-04-20 19:52:00
R2025-000814,40대,여성,7,4,네이버 검색,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-04-20 19:58:00
R2025-000815,20대,여성,6,3,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-20 21:43:00
R2025-000816,50대,여성,8,4,카카오톡 채널,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-20 22:37:00
R2025-000817,50대,여성,3,2,카카오톡 채널,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-20 23:53:00
R2025-000818,30대,남성,10,5,네이버 검색,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-21 00:34:00
R2025-000819,40대,여성,10,4,지인 추천,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-21 02:51:00
R2025-000820,30대,남성,5,3,이메일,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-21 03:43:00
R2025-000821,20대,여성,4,2,오프라인 매장,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-21 05:50:00
R2025-000822,40대,여성,6,4,지인 추천,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-21 06:01:00
R2025-000823,30대,여성,9,5,인스타그램,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-21 06:01:00
R2025-000824,40대,여성,3,2,네이버 검색,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-04-21 08:27:00
R2025-000825,50대,여성,6,3,지인 추천,고객센터 연결까지 대기 시간이 길었습니다.,2025-04-21 17:34:00
R2025-000826,10대,응답하지 않음,5,3,인스타그램,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-21 18:06:00
R2025-000827,40대,여성,8,4,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-21 18:50:00
R2025-000828,20대,여성,10,5,카카오톡 채널,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-21 22:27:00
R2025-000829,50대,남성,8,4,앱 푸시,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-21 22:29:00
R2025-000830,20대,여성,6,3,지인 추천,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-21 22:45:00
R2025-000831,40대,남성,8,4,인스타그램,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-21 22:56:00
R2025-000832,40대,여성,9,4,지인 추천,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-22 03:45:00
R2025-000833,30대,남성,7,3,카카오톡 채널,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-04-22 04:05:00
R2025-000834,40대,여성,8,3,인스타그램,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-22 08:11:00
R2025-000835,40대,여성,6,3,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-22 08:32:00
R2025-000836,40대,남성,10,5,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-22 09:33:00
R2025-000837,40대,남성,8,4,지인 추천,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-22 10:46:00
R2025-000838,60대 이상,여성,9,4,네이버 검색,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-22 11:15:00
R2025-000839,30대,남성,8,5,오프라인 매장,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-22 13:33:00
R2025-000840,30대,여성,4,3,카카오톡 채널,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-04-22 20:08:00
R2025-000841,10대,여성,6,3,지인 추천,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-22 23:29:00
R2025-000842,50대,여성,3,2,지인 추천,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-23 00:52:00
R2025-000843,30대,남성,10,5,지인 추천,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-04-23 02:57:00
R2025-000844,30대,여성,8,4,인스타그램,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-23 04:19:00
R2025-000845,20대,남성,8,3,앱 푸시,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-23 05:22:00
R2025-000846,50대,여성,5,2,인스타그램,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-23 06:24:00
R2025-000847,30대,남성,9,4,지인 추천,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-04-23 06:46:00
R2025-000848,40대,남성,6,4,지인 추천,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-23 07:01:00
R2025-000849,20대,여성,8,4,네이버 검색,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-23 07:19:00
R2025-000850,60대 이상,여성,7,3,카카오톡 채널,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-23 07:42:00
R2025-000851,20대,여성,10,5,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-23 10:00:00
R2025-000852,20대,남성,9,4,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-23 10:42:00
R2025-000853,50대,여성,7,4,카카오톡 채널,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-23 11:39:00
R2025-000854,50대,남성,8,4,카카오톡 채널,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-23 12:39:00
R2025-000855,20대,여성,9,5,인스타그램,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-23 14:50:00
R2025-000856,30대,남성,9,5,네이버 검색,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-23 17:07:00
R2025-000857,40대,여성,9,4,오프라인 매장,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-23 18:36:00
R2025-000858,50대,여성,9,4,카카오톡 채널,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-04-23 20:31:00
R2025-000859,30대,응답하지 않음,4,3,지인 추천,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-23 21:47:00
R2025-000860,30대,여성,10,5,네이버 검색,주문 변경이 바로 반영돼서 편리했습니다.,2025-04-24 00:26:00
R2025-000861,40대,남성,7,4,인스타그램,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-24 01:40:00
R2025-000862,40대,여성,3,2,네이버 검색,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-24 04:36:00
R2025-000863,50대,여성,4,3,지인 추천,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-24 06:18:00
R2025-000864,40대,남성,9,5,카카오톡 채널,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-24 08:28:00
R2025-000865,20대,남성,10,5,앱 푸시,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-24 10:26:00
R2025-000866,50대,남성,10,5,카카오톡 채널,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-24 10:33:00
R2025-000867,50대,여성,7,4,인스타그램,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-24 13:43:00
R2025-000868,50대,여성,8,5,네이버 검색,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-04-24 15:06:00
R2025-000869,20대,여성,10,5,지인 추천,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-24 15:23:00
R2025-000870,20대,남성,5,3,인스타그램,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-04-24 15:42:00
R2025-000871,40대,여성,4,3,카카오톡 채널,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-04-24 16:38:00
R2025-000872,10대,여성,9,5,네이버 검색,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-24 16:42:00
R2025-000873,60대 이상,여성,0,1,네이버 검색,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-24 17:04:00
R2025-000874,30대,여성,9,4,네이버 검색,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-24 23:23:00
R2025-000875,40대,여성,10,4,앱 푸시,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-24 23:25:00
R2025-000876,50대,여성,7,4,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-25 01:11:00
R2025-000877,30대,남성,4,3,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-25 01:33:00
R2025-000878,30대,남성,7,4,앱 푸시,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-25 03:13:00
R2025-000879,40대,여성,4,3,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-04-25 05:05:00
R2025-000880,40대,남성,9,5,카카오톡 채널,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-25 05:36:00
R2025-000881,30대,남성,6,3,지인 추천,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-25 06:54:00
R2025-000882,40대,여성,9,4,이메일,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-25 07:06:00
R2025-000883,50대,여성,9,5,지인 추천,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-25 10:25:00
R2025-000884,30대,여성,4,3,인스타그램,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-25 11:04:00
R2025-000885,20대,여성,4,3,앱 푸시,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-25 11:40:00
R2025-000886,30대,남성,10,5,네이버 검색,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-04-25 13:10:00
R2025-000887,30대,응답하지 않음,0,2,앱 푸시,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-25 15:36:00
R2025-000888,20대,여성,6,3,이메일,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-04-25 17:08:00
R2025-000889,20대,남성,7,4,앱 푸시,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-25 17:34:00
R2025-000890,40대,여성,9,5,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-25 22:51:00
R2025-000891,30대,남성,8,4,네이버 검색,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-26 00:18:00
R2025-000892,60대 이상,남성,6,3,지인 추천,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-26 00:54:00
R2025-000893,20대,여성,9,5,인스타그램,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-26 03:27:00
R2025-000894,20대,여성,6,4,인스타그램,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-26 03:45:00
R2025-000895,40대,남성,8,4,앱 푸시,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-26 07:52:00
R2025-000896,50대,응답하지 않음,8,4,지인 추천,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-04-26 12:15:00
R2025-000897,30대,여성,8,3,카카오톡 채널,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-04-26 12:34:00
R2025-000898,20대,여성,5,3,카카오톡 채널,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-04-26 15:04:00
R2025-000899,20대,여성,6,4,네이버 검색,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-26 15:27:00
R2025-000900,30대,남성,5,2,네이버 검색,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-04-26 15:37:00
R2025-000901,30대,남성,8,4,네이버 검색,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-04-26 21:40:00
R2025-000902,20대,남성,6,3,오프라인 매장,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-04-26 21:53:00
R2025-000903,10대,남성,7,3,지인 추천,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-04-26 22:58:00
R2025-000904,30대,남성,6,3,인스타그램,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-26 23:20:00
R2025-000905,60대 이상,남성,8,4,카카오톡 채널,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-27 00:41:00
R2025-000906,40대,여성,7,4,지인 추천,주문 변경이 바로 반영돼서 편리했습니다.,2025-04-27 04:32:00
R2025-000907,30대,남성,4,3,오프라인 매장,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-27 07:50:00
R2025-000908,20대,여성,4,3,이메일,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-04-27 08:54:00
R2025-000909,20대,여성,6,3,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-04-27 09:29:00
R2025-000910,30대,남성,10,5,오프라인 매장,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-27 09:56:00
R2025-000911,40대,남성,6,3,인스타그램,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-27 10:54:00
R2025-000912,50대,응답하지 않음,9,5,인스타그램,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-27 12:26:00
R2025-000913,50대,여성,4,3,이메일,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-04-27 13:00:00
R2025-000914,60대 이상,남성,5,3,카카오톡 채널,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-27 16:09:00
R2025-000915,60대 이상,여성,8,4,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-27 17:31:00
R2025-000916,60대 이상,여성,7,4,카카오톡 채널,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-27 19:11:00
R2025-000917,20대,여성,4,1,인스타그램,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-27 20:38:00
R2025-000918,20대,남성,10,5,인스타그램,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-04-28 00:11:00
R2025-000919,30대,여성,4,3,지인 추천,주문 변경이 바로 반영돼서 편리했습니다.,2025-04-28 00:57:00
R2025-000920,40대,남성,7,3,카카오톡 채널,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-04-28 01:40:00
R2025-000921,20대,여성,6,3,네이버 검색,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-04-28 02:57:00
R2025-000922,50대,여성,8,4,이메일,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-04-28 05:19:00
R2025-000923,40대,남성,9,5,카카오톡 채널,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-28 05:22:00
R2025-000924,40대,여성,2,1,앱 푸시,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-04-28 05:24:00
R2025-000925,20대,남성,10,5,네이버 검색,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-04-28 06:08:00
R2025-000926,20대,남성,8,4,인스타그램,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-28 09:34:00
R2025-000927,20대,여성,8,5,인스타그램,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-28 12:20:00
R2025-000928,50대,남성,9,5,오프라인 매장,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-28 12:58:00
R2025-000929,40대,남성,8,5,네이버 검색,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-28 13:25:00
R2025-000930,40대,남성,7,4,이메일,추천 상품이 제 관심사와 잘 맞았습니다.,2025-04-28 13:39:00
R2025-000931,30대,남성,4,3,인스타그램,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-28 13:41:00
R2025-000932,30대,남성,7,4,인스타그램,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-28 14:03:00
R2025-000933,30대,남성,7,4,인스타그램,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-04-28 17:12:00
R2025-000934,40대,여성,7,4,네이버 검색,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-04-28 17:13:00
R2025-000935,40대,남성,8,4,인스타그램,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-28 19:52:00
R2025-000936,20대,남성,3,2,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-28 20:32:00
R2025-000937,60대 이상,남성,10,5,카카오톡 채널,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-04-28 21:16:00
R2025-000938,20대,남성,3,3,지인 추천,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-29 00:23:00
R2025-000939,50대,여성,9,5,인스타그램,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-29 00:42:00
R2025-000940,20대,남성,4,3,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-29 00:46:00
R2025-000941,20대,응답하지 않음,2,2,네이버 검색,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-29 02:02:00
R2025-000942,50대,여성,10,5,네이버 검색,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-29 02:39:00
R2025-000943,20대,여성,10,5,네이버 검색,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-29 04:49:00
R2025-000944,30대,남성,8,4,인스타그램,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-04-29 07:01:00
R2025-000945,30대,여성,9,5,네이버 검색,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-29 08:23:00
R2025-000946,20대,남성,6,3,이메일,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-04-29 08:24:00
R2025-000947,40대,여성,10,5,네이버 검색,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-04-29 09:52:00
R2025-000948,50대,여성,4,3,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-29 09:59:00
R2025-000949,50대,남성,9,4,이메일,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-29 10:36:00
R2025-000950,30대,남성,8,4,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-29 14:51:00
R2025-000951,30대,남성,0,1,카카오톡 채널,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-29 17:07:00
R2025-000952,20대,남성,9,4,앱 푸시,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-04-29 19:18:00
R2025-000953,20대,남성,10,4,앱 푸시,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-29 19:50:00
R2025-000954,20대,남성,7,3,지인 추천,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-04-29 20:39:00
R2025-000955,60대 이상,남성,10,5,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-30 00:16:00
R2025-000956,50대,남성,7,4,인스타그램,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-04-30 01:24:00
R2025-000957,40대,남성,5,3,앱 푸시,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-04-30 01:42:00
R2025-000958,30대,여성,6,4,앱 푸시,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-30 03:04:00
R2025-000959,30대,여성,4,3,네이버 검색,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-04-30 04:03:00
R2025-000960,30대,남성,5,2,카카오톡 채널,영수증과 결제 내역 확인이 쉬웠습니다.,2025-04-30 04:04:00
R2025-000961,30대,남성,7,4,카카오톡 채널,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-30 04:55:00
R2025-000962,30대,남성,2,2,네이버 검색,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-04-30 08:35:00
R2025-000963,20대,여성,2,2,지인 추천,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-04-30 09:04:00
R2025-000964,20대,남성,8,4,네이버 검색,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-04-30 09:09:00
R2025-000965,60대 이상,여성,4,2,카카오톡 채널,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-04-30 09:55:00
R2025-000966,30대,남성,10,5,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-04-30 11:31:00
R2025-000967,60대 이상,남성,9,5,인스타그램,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-30 13:59:00
R2025-000968,20대,남성,7,3,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-30 16:10:00
R2025-000969,40대,남성,10,4,카카오톡 채널,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-30 20:06:00
R2025-000970,20대,여성,4,2,네이버 검색,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-05-01 03:45:00
R2025-000971,20대,여성,7,4,앱 푸시,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-01 03:58:00
R2025-000972,10대,남성,4,2,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-01 05:39:00
R2025-000973,20대,남성,10,5,인스타그램,고객센터 연결까지 대기 시간이 길었습니다.,2025-05-01 10:58:00
R2025-000974,50대,여성,8,3,네이버 검색,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-05-01 11:10:00
R2025-000975,30대,여성,8,4,네이버 검색,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-05-01 11:55:00
R2025-000976,40대,여성,3,2,네이버 검색,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-05-01 12:40:00
R2025-000977,30대,여성,7,3,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-01 12:48:00
R2025-000978,30대,여성,9,4,네이버 검색,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-05-01 13:34:00
R2025-000979,30대,여성,9,4,인스타그램,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-05-01 14:45:00
